"tag","tag_time","wav_time","utc_time","duration","label","audit_number","labeler","wav_file","audit_file","time"
"cc23_BSCT",1649482,7801.461625,2023-01-20 16:08:00,0,"soa","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",7801.461625
"cc23_BSCT",1650297.44,8616.90162499994,2023-01-20 16:21:35,14.05,"fed ? foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",8616.90162499994
"cc23_BSCT",1652875.91,11195.3716249999,2023-01-20 17:04:34,0.58,"grn non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11195.3716249999
"cc23_BSCT",1653257.91,11577.3716249999,2023-01-20 17:10:56,0.34,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11577.3716249999
"cc23_BSCT",1653260.72,11580.181625,2023-01-20 17:10:59,0.44,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11580.181625
"cc23_BSCT",1653262.86,11582.3216250001,2023-01-20 17:11:01,0.26,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11582.3216250001
"cc23_BSCT",1653265.97,11585.431625,2023-01-20 17:11:04,21.66,"fed foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11585.431625
"cc23_BSCT",1653282.01,11601.471625,2023-01-20 17:11:20,0.37,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11601.471625
"cc23_BSCT",1653287.7,11607.1616249999,2023-01-20 17:11:26,0.61,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11607.1616249999
"cc23_BSCT",1653290.13,11609.5916249999,2023-01-20 17:11:28,15.28,"fed foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11609.5916249999
"cc23_BSCT",1653298.28,11617.741625,2023-01-20 17:11:36,1.38,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11617.741625
"cc23_BSCT",1653305.83,11625.2916250001,2023-01-20 17:11:44,1.11,"gig foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11625.2916250001
"cc23_BSCT",1653307.21,11626.671625,2023-01-20 17:11:45,16,"fed foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11626.671625
"cc23_BSCT",1653328.37,11647.8316250001,2023-01-20 17:12:06,26.55,"fed ? foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11647.8316250001
"cc23_BSCT",1653346.3,11665.761625,2023-01-20 17:12:24,0.58,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11665.761625
"cc23_BSCT",1653348.35,11667.8116250001,2023-01-20 17:12:26,0.43,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11667.8116250001
"cc23_BSCT",1653350.17,11669.6316249999,2023-01-20 17:12:28,0.48,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11669.6316249999
"cc23_BSCT",1653352.58,11672.0416250001,2023-01-20 17:12:30,0.57,"gig foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11672.0416250001
"cc23_BSCT",1653354.42,11673.8816249999,2023-01-20 17:12:32,0.54,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11673.8816249999
"cc23_BSCT",1653355.63,11675.0916249999,2023-01-20 17:12:33,47.89,"fed foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11675.0916249999
"cc23_BSCT",1653357.67,11677.1316249999,2023-01-20 17:12:35,0.21,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11677.1316249999
"cc23_BSCT",1653375.87,11695.3316250001,2023-01-20 17:12:54,0.77,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11695.3316250001
"cc23_BSCT",1653379.43,11698.8916249999,2023-01-20 17:12:57,0.74,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11698.8916249999
"cc23_BSCT",1653381.25,11700.711625,2023-01-20 17:12:59,0.97,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11700.711625
"cc23_BSCT",1653388.2,11707.6616249999,2023-01-20 17:13:06,0.94,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11707.6616249999
"cc23_BSCT",1653392.8,11712.261625,2023-01-20 17:13:11,0.48,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11712.261625
"cc23_BSCT",1653397.55,11717.011625,2023-01-20 17:13:15,0.94,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11717.011625
"cc23_BSCT",1653400.47,11719.931625,2023-01-20 17:13:18,0.58,"oth foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11719.931625
"cc23_BSCT",1653401.05,11720.511625,2023-01-20 17:13:19,2.8,"gig non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11720.511625
"cc23_BSCT",1653403.85,11723.3116250001,2023-01-20 17:13:22,0.49,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11723.3116250001
"cc23_BSCT",1653405.79,11725.251625,2023-01-20 17:13:24,3.83,"sql foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11725.251625
"cc23_BSCT",1653410.39,11729.8516249999,2023-01-20 17:13:28,0.56,"rum foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11729.8516249999
"cc23_BSCT",1653414.27,11733.731625,2023-01-20 17:13:32,20.06,"fed ? foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11733.731625
"cc23_BSCT",1653417.34,11736.8016250001,2023-01-20 17:13:35,0.49,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11736.8016250001
"cc23_BSCT",1653422.19,11741.6516249999,2023-01-20 17:13:40,0.7,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11741.6516249999
"cc23_BSCT",1653427.61,11747.0716250001,2023-01-20 17:13:45,0.43,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11747.0716250001
"cc23_BSCT",1653432.12,11751.5816250001,2023-01-20 17:13:50,1.33,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11751.5816250001
"cc23_BSCT",1653442.34,11761.8016250001,2023-01-20 17:14:00,1.16,"gig non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11761.8016250001
"cc23_BSCT",1653443.5,11762.961625,2023-01-20 17:14:01,1.81,"fus [sql+gig] foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11762.961625
"cc23_BSCT",1653446.33,11765.7916250001,2023-01-20 17:14:04,0.92,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11765.7916250001
"cc23_BSCT",1653447.27,11766.731625,2023-01-20 17:14:05,0.76,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11766.731625
"cc23_BSCT",1653447.97,11767.431625,2023-01-20 17:14:06,3.3,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11767.431625
"cc23_BSCT",1653451.83,11771.2916250001,2023-01-20 17:14:10,0.75,"rum foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11771.2916250001
"cc23_BSCT",1653452.23,11771.691625,2023-01-20 17:14:10,1.43,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11771.691625
"cc23_BSCT",1653453.73,11773.191625,2023-01-20 17:14:12,1.29,"rum foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11773.191625
"cc23_BSCT",1653454.38,11773.8416249999,2023-01-20 17:14:12,0.89,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11773.8416249999
"cc23_BSCT",1653455.47,11774.931625,2023-01-20 17:14:13,1.22,"sql non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11774.931625
"cc23_BSCT",1653456.69,11776.1516249999,2023-01-20 17:14:14,0.83,"gig non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11776.1516249999
"cc23_BSCT",1653459.43,11778.8916249999,2023-01-20 17:14:17,0.61,"oth non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11778.8916249999
"cc23_BSCT",1653461.33,11780.7916250001,2023-01-20 17:14:19,2.44,"fed foc","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11780.7916250001
"cc23_BSCT",1653470.07,11789.5316250001,2023-01-20 17:14:28,0.98,"gig ? non","473","MS","cc23_BSCT068.wav","cc23_BSCT_aud_MS_473.txt",11789.5316250001
