"tag","tag_time","wav_time","utc_time","duration","label","audit_number","labeler","wav_file","audit_file","time"
"cc23_JOJO",9586.96,9586.96,2023-01-01 16:35:00,0,"soa","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",9586.96
"cc23_JOJO",9835.75,9835.75,2023-01-01 16:39:09,0.62,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",9835.75
"cc23_JOJO",9839.05,9839.05,2023-01-01 16:39:12,1.02,"sql non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",9839.05
"cc23_JOJO",9840.36,9840.36,2023-01-01 16:39:13,0.18,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",9840.36
"cc23_JOJO",10144.45,10144.45,2023-01-01 16:44:17,0.57,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10144.45
"cc23_JOJO",10149.97,10149.97,2023-01-01 16:44:23,0.9,"sql non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10149.97
"cc23_JOJO",10150.12,10150.12,2023-01-01 16:44:23,0.71,"grn non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10150.12
"cc23_JOJO",10152.31,10152.31,2023-01-01 16:44:25,1.05,"sql non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10152.31
"cc23_JOJO",10153.79,10153.79,2023-01-01 16:44:27,0.66,"sql non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10153.79
"cc23_JOJO",10155.39,10155.39,2023-01-01 16:44:28,0.87,"grn non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10155.39
"cc23_JOJO",10155.91,10155.91,2023-01-01 16:44:29,2.37,"sql non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10155.91
"cc23_JOJO",10168.39,10168.39,2023-01-01 16:44:41,0.63,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10168.39
"cc23_JOJO",10169.43,10169.43,2023-01-01 16:44:42,1.72,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10169.43
"cc23_JOJO",10172.15,10172.15,2023-01-01 16:44:45,0.4,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10172.15
"cc23_JOJO",10173.32,10173.32,2023-01-01 16:44:46,0.64,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10173.32
"cc23_JOJO",10174.33,10174.33,2023-01-01 16:44:47,0.8,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10174.33
"cc23_JOJO",10175.94,10175.94,2023-01-01 16:44:49,0.72,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10175.94
"cc23_JOJO",10177.95,10177.95,2023-01-01 16:44:51,0.25,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10177.95
"cc23_JOJO",10178.68,10178.68,2023-01-01 16:44:52,0.35,"oth non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10178.68
"cc23_JOJO",10179.44,10179.44,2023-01-01 16:44:52,0.93,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10179.44
"cc23_JOJO",10180.95,10180.95,2023-01-01 16:44:54,1.19,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10180.95
"cc23_JOJO",10184.44,10184.44,2023-01-01 16:44:57,0.97,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10184.44
"cc23_JOJO",10187.8,10187.8,2023-01-01 16:45:01,0.7,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10187.8
"cc23_JOJO",10192.96,10192.96,2023-01-01 16:45:06,0.81,"str cub non","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10192.96
"cc23_JOJO",10976.15,10976.15,2023-01-01 16:58:09,0.61,"rum foc","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10976.15
"cc23_JOJO",10981.52,10981.52,2023-01-01 16:58:14,1.76,"rum foc","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",10981.52
"cc23_JOJO",11001.04,11001.04,2023-01-01 16:58:34,0.74,"rum foc","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",11001.04
"cc23_JOJO",11093.36,11093.36,2023-01-01 17:00:06,0,"eoa","79","JMW","cc23_JOJO001.wav","cc23_JOJO_aud_JMW_79_finished.txt",11093.36
