"tag","tag_time","wav_time","utc_time","duration","label","audit_number","labeler","wav_file","audit_file","time"
"cc23_LMBO",1136241.07,12985.9653437501,2023-01-14 17:34:00,0,"soa","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",12985.9653437501
"cc23_LMBO",1137280.01,14024.90534375,2023-01-14 17:51:19,0.69,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14024.90534375
"cc23_LMBO",1137281.8,14026.6953437501,2023-01-14 17:51:21,0.71,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14026.6953437501
"cc23_LMBO",1137283.57,14028.4653437501,2023-01-14 17:51:23,0.85,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14028.4653437501
"cc23_LMBO",1137285.71,14030.60534375,2023-01-14 17:51:25,0.71,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14030.60534375
"cc23_LMBO",1137287.21,14032.10534375,2023-01-14 17:51:27,0.76,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14032.10534375
"cc23_LMBO",1137299.47,14044.36534375,2023-01-14 17:51:39,1.36,"whp non","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",14044.36534375
"cc23_LMBO",1139276.94,16021.83534375,2023-01-14 18:24:36,5.85,"fed ? foc","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",16021.83534375
"cc23_LMBO",1139284.77,16029.66534375,2023-01-14 18:24:44,4.31,"fed ? foc","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",16029.66534375
"cc23_LMBO",1139328.61,16073.5053437501,2023-01-14 18:25:28,12.8,"fed ? foc","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",16073.5053437501
"cc23_LMBO",1139344.79,16089.6853437501,2023-01-14 18:25:44,11.2,"fed ? foc","461","IK","cc23_LMBO047.wav","cc23_LMBO_aud_IK_461.txt",16089.6853437501
