"tag","tag_time","wav_time","utc_time","duration","label","audit_number","labeler","wav_file","audit_file","time"
"cc23_BLG",641029.01,7401.09521875007,2023-01-09 00:00:00,0,"soa","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7401.09521875007
"cc23_BLG",641040.13,7412.21521875006,2023-01-09 00:00:11,1.15,"grn non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7412.21521875006
"cc23_BLG",641044.63,7416.71521875006,2023-01-09 00:00:16,1.97,"grn non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7416.71521875006
"cc23_BLG",641099.92,7472.0052187501,2023-01-09 00:01:11,1.66,"grn non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7472.0052187501
"cc23_BLG",641145.48,7517.56521875004,2023-01-09 00:01:57,0.41,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7517.56521875004
"cc23_BLG",641148.69,7520.77521875,2023-01-09 00:02:00,1.72,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7520.77521875
"cc23_BLG",641154.57,7526.65521875001,2023-01-09 00:02:06,1.54,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7526.65521875001
"cc23_BLG",641159.7,7531.78521875001,2023-01-09 00:02:11,1.62,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7531.78521875001
"cc23_BLG",641162.07,7534.15521875001,2023-01-09 00:02:13,0.45,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7534.15521875001
"cc23_BLG",641164.71,7536.79521875002,2023-01-09 00:02:16,0.89,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7536.79521875002
"cc23_BLG",641165.5,7537.58521875006,2023-01-09 00:02:17,0.77,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7537.58521875006
"cc23_BLG",641170.21,7542.29521875002,2023-01-09 00:02:21,0.83,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7542.29521875002
"cc23_BLG",641171.05,7543.1352187501,2023-01-09 00:02:22,0.76,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7543.1352187501
"cc23_BLG",641174.31,7546.39521875011,2023-01-09 00:02:26,1,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7546.39521875011
"cc23_BLG",641179.08,7551.16521875001,2023-01-09 00:02:30,1.09,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7551.16521875001
"cc23_BLG",641192.79,7564.87521875009,2023-01-09 00:02:44,2.5,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7564.87521875009
"cc23_BLG",641203.88,7575.96521875006,2023-01-09 00:02:55,2.01,"grn non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7575.96521875006
"cc23_BLG",641218.82,7590.90521875001,2023-01-09 00:03:10,1.28,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7590.90521875001
"cc23_BLG",641222.93,7595.01521875011,2023-01-09 00:03:14,1.57,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7595.01521875011
"cc23_BLG",641227.81,7599.89521875011,2023-01-09 00:03:19,1.52,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7599.89521875011
"cc23_BLG",641231.18,7603.26521875011,2023-01-09 00:03:22,1.79,"grn foc","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7603.26521875011
"cc23_BLG",641235.18,7607.26521875011,2023-01-09 00:03:26,2.04,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7607.26521875011
"cc23_BLG",641259.43,7631.51521875011,2023-01-09 00:03:51,1.83,"oth non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7631.51521875011
"cc23_BLG",641260.43,7632.51521875011,2023-01-09 00:03:52,0.95,"whp ? non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7632.51521875011
"cc23_BLG",641261.88,7633.96521875006,2023-01-09 00:03:53,1.37,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7633.96521875006
"cc23_BLG",641433.63,7805.71521875006,2023-01-09 00:06:45,0.65,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7805.71521875006
"cc23_BLG",641436.5,7808.58521875006,2023-01-09 00:06:48,1.1,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7808.58521875006
"cc23_BLG",641437.05,7809.1352187501,2023-01-09 00:06:48,0.55,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7809.1352187501
"cc23_BLG",641441.91,7813.99521875009,2023-01-09 00:06:53,1.53,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7813.99521875009
"cc23_BLG",641453.02,7825.10521875008,2023-01-09 00:07:04,0.95,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7825.10521875008
"cc23_BLG",641497.24,7869.32521875005,2023-01-09 00:07:49,0.52,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7869.32521875005
"cc23_BLG",641500.13,7872.21521875006,2023-01-09 00:07:51,1.17,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7872.21521875006
"cc23_BLG",641503.55,7875.6352187501,2023-01-09 00:07:55,1.08,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7875.6352187501
"cc23_BLG",641506.63,7878.71521875006,2023-01-09 00:07:58,1.72,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7878.71521875006
"cc23_BLG",641510.41,7882.49521875009,2023-01-09 00:08:02,1.92,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7882.49521875009
"cc23_BLG",641514.55,7886.6352187501,2023-01-09 00:08:06,2.02,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7886.6352187501
"cc23_BLG",641518.68,7890.76521875011,2023-01-09 00:08:10,1.41,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7890.76521875011
"cc23_BLG",641521.85,7893.93521875003,2023-01-09 00:08:13,1.72,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7893.93521875003
"cc23_BLG",641525.81,7897.89521875011,2023-01-09 00:08:17,2.14,"whp non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",7897.89521875011
"cc23_BLG",641662.5,8034.58521875006,2023-01-09 00:10:34,1.42,"oth non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",8034.58521875006
"cc23_BLG",641666.86,8038.94521875004,2023-01-09 00:10:38,1.74,"grn unf","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",8038.94521875004
"cc23_BLG",642014.12,8386.20521875005,2023-01-09 00:16:25,0.91,"grn non","46","VD","cc23_BLG034.wav","cc23_BLG_aud_VD_46_finished.txt",8386.20521875005
