 824700.00	0.00	SOA
 824706.47	9.56	fed ? foc
 824765.88	3.34	fed ? foc
 824803.70	11.64	fed ? foc
 824824.69	4.75	fed ? foc
 824835.88	14.09	fed ? foc
 824852.58	13.35	fed ? foc
 824868.85	10.57	fed ? foc
 824884.87	3.08	fed ? foc
 824904.34	2.46	fed ? foc
 824911.13	4.67	fed ? foc
 824923.18	8.79	fed ? foc
 824934.91	7.78	fed ? foc
 824944.58	4.33	fed ? foc
 824950.78	2.24	fed ? foc
 824955.16	4.87	fed ? foc
 824977.08	7.86	fed ? foc
 825070.90	7.65	fed ? foc
 825079.52	2.76	fed ? foc
 825084.67	6.92	fed ? foc
 825094.67	22.68	fed ? foc
 825118.81	2.76	fed ? foc
 825127.60	3.07	fed ? foc
 825132.33	2.38	fed ? foc
 825137.55	4.44	fed ? foc
 825144.31	2.66	fed ? foc
 825151.59	6.81	fed ? foc
 825159.17	2.81	fed ? foc
 825164.17	6.35	fed ? foc
 825182.68	13.04	fed ? foc
 825198.56	8.95	fed ? foc
 825207.62	6.13	fed ? foc
 825216.71	7.38	fed ? foc
 825227.20	8.29	fed ? foc
 825236.82	3.36	fed ? foc
 825241.26	4.37	fed ? foc
 825251.90	4.98	fed ? foc
 825261.16	10.95	fed ? foc
 825280.89	13.09	fed ? foc
 825300.01	0.00	EOA
