 38346.00	0.00	SOA
 38373.33	1.10	sql non
 38374.64	0.77	oth unf
 38376.61	1.08	whp foc
 38379.33	1.39	whp foc
 38382.78	1.16	whp foc
 38386.32	1.18	whp foc
 38389.71	1.24	whp foc
 38392.81	1.23	whp foc
 38595.06	0.13	oth non
 39037.78	1.74	sql non
 39040.12	1.00	sql non
 39041.80	0.71	sql non
 39042.69	1.27	sql unf
 39043.92	0.51	sql non
 39046.46	0.37	oth non
 39047.87	0.54	sql unf
 39049.17	1.16	oth non
 39051.69	0.39	oth non
 39052.50	0.79	sql foc
 39053.35	0.38	sql foc
 39053.74	1.09	whp foc
 39054.68	0.47	sql non
 39055.52	0.65	sql non
 39056.16	0.84	whp foc
 39057.12	0.19	sql non
 39059.26	1.04	whp foc
 39061.84	1.05	whp foc
 39064.91	1.17	whp foc
 39067.06	0.14	oth non
 39067.27	0.47	oth non
 39069.19	1.28	whp foc
 39071.17	0.13	oth non
 39085.86	1.09	sql non
 39091.84	2.33	gig foc
 39095.00	0.66	whp non
 39097.47	0.95	whp non
 39100.89	0.71	whp non
 39103.03	1.14	whp non
 39106.40	0.51	whp non
 39108.98	0.98	whp non
 39109.96	0.76	sql non
 39111.69	1.53	grn non
 39113.64	0.91	sql unf
 39114.67	1.37	whp non
 39116.08	0.39	sql non
 39117.27	0.35	oth non
 39119.28	1.08	sql non
 39120.83	0.26	sql non
 39121.58	0.28	gig non
 39123.03	0.26	oth
 39123.29	0.43	sql ? non
 39123.79	0.70	sql non
 39124.54	1.08	sql non
 39126.90	0.50	sql non
 39127.42	0.44	gwl non
 39127.88	0.67	sql non
 39194.93	0.32	sql non
 39203.86	0.89	gig non
 39205.20	0.52	gig non
 39212.25	0.89	sql non
 39213.27	0.55	gig non
 39216.05	0.83	grn non
 39217.80	0.34	gig non
 39219.15	0.82	grn non
 39232.14	0.44	whp non
 39234.25	1.05	whp non
 39239.45	1.09	whp ? non
 39242.78	1.56	whp non
 39242.81	1.38	sql non
 39245.19	1.07	sql non
 39252.23	1.49	sql non
 39254.13	0.93	sql non
 39255.80	0.58	oth non
 39256.78	0.56	oth non
 39257.68	0.61	sql non
 39259.01	0.28	gwl non
 39259.22	0.34	sql non
 39260.32	0.68	gwl non
 39260.63	0.29	sql unf
 39261.48	0.75	sql non
 39262.50	0.58	gig foc
 39263.17	0.75	sql foc
 39265.65	0.43	gwl non
 39267.42	0.40	fus[gwl+sql] non
 39268.40	0.39	oth non
 39269.92	0.34	gig non
 39270.30	0.62	sql foc
 39271.09	0.56	sql non
 39279.18	0.68	sql non
 39283.04	0.23	sql non
 39299.65	1.39	gig foc
 39340.10	0.18	oth non
 39342.73	0.19	oth non
 39344.10	0.12	oth non
 39351.44	1.03	seq[sql+gig] non
 39352.64	0.24	gig foc
 39353.04	1.01	sql unf
 39354.11	0.56	gig foc
 39356.53	0.42	sql non
 39372.64	0.68	oth non
 39385.69	0.50	grn non
 39417.08	0.15	oth non
 39434.93	0.21	oth non
 39445.55	0.91	sql non
 39447.03	0.72	gig non
 39448.41	0.43	gig non
 39449.63	0.73	gwl non
 39464.30	0.25	unk
 39464.71	0.25	oth non
 39470.19	0.31	grn foc
 39533.80	0.12	oth non
 39577.27	0.16	oth non
 39581.84	0.36	sql non
 39587.08	7.56	skp some barely heardable to complicated non calls
 39594.72	1.37	gig foc
 39597.55	0.44	sql non
 39598.66	0.47	sql non
 39599.70	0.75	sql  non
 39600.80	0.71	sql non
 39601.81	0.47	sql non
 39602.85	0.33	sql non
 39604.93	0.33	sql ? non
 39606.00	0.60	grn non
 39607.05	0.30	sql non
 39607.42	0.43	sql non
 39608.22	0.58	sql non
 39609.17	0.55	sql non
 39609.95	0.60	sql non
 39614.50	0.39	sql non
 39628.37	0.77	sql non
 39629.67	0.87	sql non
 39631.14	0.55	sql non
 39635.56	0.20	oth non
 39643.04	0.73	whp ? non
 39649.42	1.06	sql non
 39651.07	0.85	sql non
 39652.62	0.83	sql non
 39654.86	0.38	oth non
 39658.47	0.42	oth non
 39664.63	1.53	whp non
 39671.27	1.02	sql non
 39673.77	0.84	oth non
 39682.42	0.55	sql non
 39684.06	0.88	sql non
 39685.79	0.84	sql non
 39687.21	0.71	sql non
 39693.16	0.72	oth non
 39698.55	1.04	sql non
 39704.62	0.15	oth non
 39705.33	0.87	sql non
 39706.30	1.05	sql non
 39707.47	1.36	sql non
 39709.19	0.54	sql non
 39713.23	0.69	oth non
 39726.00	0.00	EOA
