 1195560.00	0.00	soa
 1195560.13	0.88	snr foc
 1195561.99	2.66	snr foc
 1195565.40	2.26	snr foc
 1195568.54	2.21	snr foc
 1195571.73	2.17	snr foc
 1195575.07	2.29	snr foc
 1195579.88	0.76	snr foc
 1195581.72	2.07	snr foc
 1195585.18	2.43	snr foc
 1195588.70	2.34	snr foc
 1195592.25	1.91	snr foc
 1195596.49	1.51	snr foc
 1195599.45	2.10	snr foc
 1195602.92	2.10	snr foc
 1195606.17	2.52	snr foc
 1195610.05	2.29	snr foc
 1195613.55	2.55	snr foc
 1195618.25	2.08	snr foc
 1195621.65	2.20	snr foc
 1195625.40	2.25	snr foc
 1195629.30	2.20	snr foc
 1195633.01	2.49	snr foc
 1195638.82	0.83	snr foc
 1195642.37	0.79	snr foc
 1195644.35	1.82	snr foc
 1195648.22	1.89	snr foc
 1195651.52	2.35	snr foc
 1195655.82	2.00	snr foc
 1195659.34	1.90	snr foc
 1195663.30	1.91	snr foc
 1195666.88	2.07	snr foc
 1195670.48	2.04	snr foc
 1195673.95	2.18	snr foc
 1195677.51	2.35	snr foc
 1195681.33	1.96	snr foc
 1195685.03	2.02	snr foc
 1195688.35	2.49	snr foc
 1195691.87	2.45	snr foc
 1195695.60	2.37	snr foc
 1195699.23	2.16	snr foc
 1195702.91	1.84	snr foc
 1195705.73	2.23	snr foc
 1195709.35	2.35	snr foc
 1195713.35	1.69	snr foc
 1195716.69	2.47	snr foc
 1195720.31	2.56	snr foc
 1195723.73	2.09	snr foc
 1195726.98	2.46	snr foc
 1195730.29	2.74	snr foc
 1195733.85	2.09	snr foc
 1195737.10	2.45	snr foc
 1195740.00	0.00	eoa
