 127963.60	0.00	soa
 127991.53	0.95	grn non
 127995.23	1.37	grn foc
 128022.62	1.22	grn unf
 128033.08	1.32	grn foc
 128040.06	0.68	oth unf
 128044.69	1.48	grn foc
 128048.08	1.61	grn foc
 128053.55	1.83	grn foc
 128063.50	1.99	grn foc
 128068.60	1.37	grn foc
 128074.94	1.61	grn foc
 128079.52	1.21	grn foc
 128083.65	1.82	grn foc
 128089.00	1.52	grn foc
 128096.18	1.49	grn foc
 128102.82	1.63	grn foc
 128115.72	1.09	grn foc
 128121.55	1.54	grn foc
 128126.91	1.64	grn foc
 128129.32	2.01	whp non
 128134.77	1.77	whp non
 128138.35	0.70	whp foc
 128139.66	2.52	whp non
 128141.53	1.72	whp foc
 128145.15	2.00	whp non
 128146.00	1.71	whp foc
 128150.20	1.71	whp foc
 128151.73	2.42	whp non
 128154.26	1.86	whp foc
 128158.52	2.22	whp foc
 128158.59	6.32	whp foc
 128167.20	1.83	whp foc
 128168.63	1.46	whp non
 128171.32	2.13	whp foc
 128302.28	2.04	str cub non ?
 128390.66	1.39	whp non
 128395.52	1.75	whp non
 128400.79	1.77	whp non
 128443.38	0.00	eoa
